EmployeeID,Name,Department,Role,Privilege,InheritedRole,Manager,Salary,JoiningDate
User863,Employee863,Marketing,Analyst,approve_expense,,User2756,40192,2015-12-25
User864,Employee864,HR,Auditor,approve_expense,,User1441,83450,2020-08-20
User865,Employee865,IT,Director,approve_expense,,User1521,36553,2020-02-25
User866,Employee866,Admin,Assistant,authorize_contracts,Analyst,User3362,57986,2021-06-02
User867,Employee867,HR,Assistant,access_database,Clerk,User395,64269,2015-05-06
User868,Employee868,Operations,Director,access_database,Manager,User4264,144338,2016-12-02
User869,Employee869,Admin,Officer,manage_hiring,,,101878,2006-07-11
User870,Employee870,Operations,Executive,approve_expense,,User4993,137381,2005-12-02
User871,Employee871,IT,Auditor,access_database,,User3623,124281,2002-10-03
User872,Employee872,Admin,Director,approve_expense,,,87813,2021-10-06
User873,Employee873,Marketing,Analyst,view_salary,,User258,144277,2012-05-06
User874,Employee874,IT,Executive,approve_expense,,User2853,101135,2009-06-07
User875,Employee875,HR,Manager,approve_expense,,User4980,127415,2010-05-06
User876,Employee876,Legal,Officer,approve_expense,Executive,,38666,2018-07-29
User877,Employee877,Marketing,Manager,manage_hiring,,,122022,2001-11-27
User878,Employee878,Legal,Officer,manage_hiring,,User1291,74545,2004-11-15
User879,Employee879,Operations,Analyst,access_database,,,66785,2010-11-14
User880,Employee880,Legal,Assistant,manage_hiring,,User1577,45939,2018-03-13
User881,Employee881,Finance,Manager,authorize_contracts,,,66863,2017-11-29
User882,Employee882,Legal,Auditor,authorize_contracts,,,39693,2014-11-08
User883,Employee883,HR,Assistant,manage_hiring,,User2966,41560,2012-03-22
User884,Employee884,Operations,Assistant,approve_expense,Director,User3007,135778,2014-01-07
User885,Employee885,Legal,Analyst,approve_expense,,User905,60866,2008-03-26
User886,Employee886,Admin,Director,approve_expense,,,58126,2015-11-30
User887,Employee887,Marketing,Assistant,authorize_contracts,Clerk,,80857,2015-10-09
User888,Employee888,Sales,Auditor,approve_expense,,,129812,2005-06-25
User889,Employee889,Legal,Auditor,authorize_contracts,,User1191,81534,2020-02-22
User890,Employee890,Finance,Clerk,manage_hiring,,User2160,146214,2018-06-24
User891,Employee891,Marketing,Clerk,approve_expense,,User2532,42432,2008-08-31
User892,Employee892,IT,Director,manage_hiring,,User2003,46493,2016-01-27
User893,Employee893,HR,Clerk,approve_expense,,User3755,149831,2014-08-16
User894,Employee894,IT,Assistant,view_salary,,,78599,2009-04-30
User895,Employee895,HR,Manager,access_database,,,32535,2010-08-15
User896,Employee896,Admin,Director,approve_expense,,User3576,138393,2008-04-05
User897,Employee897,Admin,Officer,manage_hiring,,,57443,2002-12-16
User898,Employee898,Admin,Director,authorize_contracts,,,54228,2012-10-09
User899,Employee899,Admin,Auditor,access_database,,,124937,2006-12-04
User900,Employee900,Admin,Executive,access_database,,User1823,86389,2001-05-08
User901,Employee901,Admin,Auditor,access_database,,User4401,51210,2012-07-29
User902,Employee902,HR,Auditor,authorize_contracts,,User417,134610,2018-05-01
User903,Employee903,IT,Assistant,view_salary,,User3159,141352,2000-06-29
User904,Employee904,Finance,Manager,access_database,,,76454,2000-08-27
User905,Employee905,Sales,Officer,approve_expense,,User4932,63141,2010-03-04
User906,Employee906,Admin,Director,manage_hiring,,User1139,113530,2004-09-20
User907,Employee907,Sales,Director,access_database,,User599,83158,2013-06-03
User908,Employee908,Legal,Manager,approve_expense,Analyst,User2329,30596,2003-08-11
User909,Employee909,Admin,Officer,approve_expense,,User4527,142576,2004-04-01
User910,Employee910,IT,Auditor,authorize_contracts,,User4666,116424,2004-03-30
User911,Employee911,Admin,Officer,approve_expense,,User3839,119030,2018-12-31
User912,Employee912,IT,Manager,access_database,,User4363,127202,2002-12-30
User913,Employee913,Operations,Executive,authorize_contracts,Assistant,User28,111267,2014-09-19
User914,Employee914,Finance,Auditor,manage_hiring,,,41638,2015-10-25
User915,Employee915,IT,Analyst,view_salary,Executive,User4200,46142,2010-04-29
User916,Employee916,Sales,Auditor,access_database,,,81206,2010-04-17
User917,Employee917,Sales,Director,approve_expense,Clerk,User2340,125656,2005-02-24
User918,Employee918,HR,Assistant,view_salary,Officer,User809,62384,2008-01-08
User919,Employee919,Legal,Assistant,authorize_contracts,,User3755,120812,2010-12-24
User920,Employee920,Operations,Clerk,access_database,,User1411,53870,2008-05-11
User921,Employee921,Admin,Clerk,approve_expense,Assistant,,37241,2000-05-02
User922,Employee922,Finance,Clerk,manage_hiring,,,110926,2003-05-17
User923,Employee923,Sales,Auditor,access_database,,,88310,2001-09-27
User924,Employee924,Sales,Analyst,manage_hiring,,User3697,119360,2008-01-17
User925,Employee925,IT,Manager,view_salary,Auditor,User1260,113553,2020-06-09
User926,Employee926,Finance,Clerk,access_database,,User592,66450,2004-12-18
User927,Employee927,Sales,Auditor,approve_expense,Auditor,User4592,71453,2001-11-30
User928,Employee928,Legal,Executive,authorize_contracts,,,50750,2015-02-19
User929,Employee929,Finance,Director,view_salary,Auditor,User2244,143057,2005-11-02
User930,Employee930,Marketing,Executive,approve_expense,,User4588,85943,2010-01-26
User931,Employee931,Finance,Officer,access_database,,,57316,2011-06-17
User932,Employee932,Legal,Analyst,approve_expense,,User647,102416,2012-08-31
User933,Employee933,Admin,Analyst,approve_expense,Clerk,User4047,79714,2019-08-24
User934,Employee934,HR,Executive,manage_hiring,Director,User3414,114304,2008-10-05
User935,Employee935,Marketing,Director,approve_expense,,,131807,2000-09-25
User936,Employee936,Operations,Executive,authorize_contracts,,User445,123400,2021-08-05
User937,Employee937,IT,Clerk,authorize_contracts,,,51019,2019-11-28
User938,Employee938,Operations,Assistant,manage_hiring,,User929,103971,2005-08-20
User939,Employee939,Operations,Director,manage_hiring,,,64896,2001-05-21
User940,Employee940,Finance,Analyst,view_salary,,User3849,87094,2021-05-15
User941,Employee941,Admin,Analyst,authorize_contracts,,User2639,131823,2008-01-30
User942,Employee942,HR,Officer,manage_hiring,,User2946,55649,2001-10-12
User943,Employee943,IT,Manager,manage_hiring,,User3969,88286,2020-10-11
User944,Employee944,Legal,Clerk,manage_hiring,,,129737,2017-12-14
User945,Employee945,Legal,Director,view_salary,,User1017,140091,2003-12-17
User946,Employee946,HR,Analyst,access_database,,,110285,2002-10-18
User947,Employee947,Admin,Auditor,authorize_contracts,,,80003,2012-08-22
User948,Employee948,Marketing,Clerk,view_salary,,User1619,68131,2016-06-28
User949,Employee949,Legal,Assistant,view_salary,Clerk,,117549,2010-01-07
User950,Employee950,Sales,Director,authorize_contracts,,User3418,63019,2019-11-20
User951,Employee951,Finance,Director,manage_hiring,Assistant,User730,92103,2014-06-07
User952,Employee952,Sales,Auditor,authorize_contracts,,User3655,142392,2012-01-09
User953,Employee953,Sales,Executive,view_salary,,User4090,55514,2010-06-03
User954,Employee954,Finance,Director,view_salary,,User3427,131474,2006-11-22
User955,Employee955,Legal,Executive,view_salary,,User1385,129361,2006-02-24
User956,Employee956,Operations,Director,access_database,,User3432,110916,2019-02-26
User957,Employee957,HR,Assistant,access_database,,User268,136494,2012-12-27
User958,Employee958,Marketing,Officer,authorize_contracts,,User4830,92233,2006-05-08
User959,Employee959,IT,Manager,approve_expense,Clerk,User2566,48543,2009-04-29
User960,Employee960,Admin,Manager,authorize_contracts,,User2640,149047,2006-12-08
User961,Employee961,Sales,Analyst,access_database,,User2241,124667,2000-11-03
User962,Employee962,Sales,Manager,manage_hiring,Auditor,User3606,130014,2010-03-13
User963,Employee963,Admin,Auditor,access_database,,,74435,2014-06-05
User964,Employee964,Legal,Auditor,access_database,,User3935,81363,2006-08-05
User965,Employee965,Admin,Manager,access_database,,User1787,82790,2017-09-11
User966,Employee966,Admin,Auditor,approve_expense,,User4526,44927,2015-10-08
User967,Employee967,HR,Executive,access_database,,,145258,2004-05-14
User968,Employee968,Finance,Clerk,view_salary,,User316,89860,2017-11-30
User969,Employee969,IT,Assistant,access_database,Auditor,,56767,2007-09-15
User970,Employee970,HR,Assistant,authorize_contracts,,,144560,2019-02-26
User971,Employee971,HR,Manager,view_salary,,User4873,133340,2015-10-11
User972,Employee972,Marketing,Auditor,authorize_contracts,,User4954,35180,2007-05-29
User973,Employee973,HR,Executive,access_database,Assistant,User3769,30024,2021-07-18
User974,Employee974,IT,Director,authorize_contracts,,,136365,2003-03-25
User975,Employee975,HR,Analyst,approve_expense,,User448,79635,2001-07-08
User976,Employee976,IT,Director,approve_expense,,User4021,146801,2012-09-28
User977,Employee977,Finance,Clerk,manage_hiring,,,75244,2020-02-28
User978,Employee978,Admin,Manager,view_salary,Officer,User3462,52121,2004-08-21
User979,Employee979,Operations,Assistant,access_database,,User2244,79865,2018-01-05
User980,Employee980,Sales,Officer,approve_expense,,User325,45582,2017-05-06
User981,Employee981,Admin,Officer,manage_hiring,,,73667,2011-07-17
User982,Employee982,IT,Assistant,access_database,,,107058,2003-08-01
User983,Employee983,HR,Auditor,view_salary,Manager,User1889,48280,2012-11-01
User984,Employee984,Marketing,Executive,access_database,,User2444,128265,2009-05-15
User985,Employee985,IT,Analyst,view_salary,Manager,User3229,42036,2003-11-06
User986,Employee986,IT,Manager,view_salary,,User1625,45392,2009-01-23
User987,Employee987,Legal,Executive,authorize_contracts,,,41250,2009-07-24
User988,Employee988,IT,Officer,access_database,Executive,User3718,112296,2001-04-23
User989,Employee989,Legal,Officer,view_salary,Executive,User481,129866,2017-07-11
User990,Employee990,Finance,Auditor,authorize_contracts,Executive,User2934,139077,2010-07-27
User991,Employee991,Finance,Executive,authorize_contracts,,User2871,96352,2003-05-22
User992,Employee992,HR,Executive,view_salary,,User1128,73705,2017-05-25
User993,Employee993,Operations,Auditor,authorize_contracts,,User2059,114471,2000-12-06
User994,Employee994,Marketing,Director,manage_hiring,Analyst,,96383,2002-02-27
User995,Employee995,Admin,Director,authorize_contracts,,User3259,40085,2017-03-17
User996,Employee996,HR,Analyst,approve_expense,,,55173,2002-09-11
User997,Employee997,IT,Director,approve_expense,,,120189,2005-12-30
User998,Employee998,Marketing,Officer,manage_hiring,,User1714,72225,2007-10-05
User999,Employee999,Marketing,Assistant,access_database,Auditor,User930,109431,2001-08-25
User1000,Employee1000,Marketing,Manager,view_salary,Director,User1788,113308,2019-02-25
User1001,Employee1001,Legal,Clerk,authorize_contracts,,User1197,62393,2002-03-09
User1002,Employee1002,Operations,Assistant,view_salary,,User2199,141216,2020-11-02
User1003,Employee1003,Admin,Manager,manage_hiring,Analyst,,34836,2008-07-14
User1004,Employee1004,Sales,Officer,authorize_contracts,,User4521,116166,2005-10-14
User1005,Employee1005,Marketing,Clerk,view_salary,,User3907,70150,2005-05-27
User1006,Employee1006,Finance,Auditor,authorize_contracts,Clerk,,140272,2006-10-29
User1007,Employee1007,IT,Assistant,authorize_contracts,Manager,User3725,96970,2015-09-15
User1008,Employee1008,Admin,Clerk,authorize_contracts,,User2391,101822,2015-01-21
User1009,Employee1009,Sales,Officer,access_database,Clerk,User1247,102796,2017-08-25
User1010,Employee1010,Operations,Officer,access_database,,User2345,86516,2013-07-13
User1011,Employee1011,Legal,Analyst,access_database,,User3824,69192,2013-01-27
User1012,Employee1012,Marketing,Auditor,approve_expense,,User2359,116597,2003-10-28
User1013,Employee1013,Finance,Officer,view_salary,Officer,User4653,51504,2011-05-07
User1014,Employee1014,Sales,Assistant,approve_expense,,,106804,2017-10-15
User1015,Employee1015,Operations,Clerk,manage_hiring,,User4548,55717,2002-07-31
User1016,Employee1016,Marketing,Clerk,manage_hiring,Assistant,User2774,127152,2007-09-21
User1017,Employee1017,Sales,Manager,view_salary,,User226,145010,2018-08-25
User1018,Employee1018,IT,Officer,approve_expense,,User1558,117302,2003-09-11
User1019,Employee1019,Legal,Manager,approve_expense,Auditor,User422,108227,2007-11-02
User1020,Employee1020,IT,Assistant,approve_expense,,User3398,93722,2007-12-02
User1021,Employee1021,Finance,Analyst,approve_expense,,User4942,117850,2002-05-02
User1022,Employee1022,Admin,Director,access_database,,,108844,2000-04-03
User1023,Employee1023,HR,Assistant,manage_hiring,,,78337,2015-11-27
User1024,Employee1024,HR,Clerk,access_database,,User3585,74666,2020-03-30
User1025,Employee1025,Sales,Director,authorize_contracts,Auditor,User3702,57074,2009-06-16
User1026,Employee1026,IT,Officer,authorize_contracts,,,43866,2021-04-13
User1027,Employee1027,Operations,Auditor,approve_expense,Assistant,User4766,74067,2021-05-17
User1028,Employee1028,Operations,Executive,access_database,Executive,,97181,2008-03-26
User1029,Employee1029,Operations,Auditor,manage_hiring,,User4165,58227,2002-12-04
User1030,Employee1030,Marketing,Assistant,manage_hiring,,User3555,66523,2012-01-20
User1031,Employee1031,Finance,Executive,access_database,,User2103,123502,2005-06-04
User1032,Employee1032,Admin,Auditor,access_database,Auditor,User3092,37738,2017-12-01
User1033,Employee1033,Admin,Clerk,approve_expense,,,46442,2017-06-09
User1034,Employee1034,Operations,Executive,view_salary,,,144232,2005-11-13
User1035,Employee1035,Sales,Auditor,manage_hiring,,,80177,2000-02-29
User1036,Employee1036,Admin,Analyst,authorize_contracts,,,56348,2011-05-08
User1037,Employee1037,IT,Executive,access_database,,User3994,114065,2018-03-05
User1038,Employee1038,Sales,Clerk,manage_hiring,,User3647,128680,2000-08-17
User1039,Employee1039,Operations,Manager,authorize_contracts,Clerk,User3083,31476,2002-10-24
User1040,Employee1040,Admin,Assistant,access_database,,User1353,60262,2013-01-15
User1041,Employee1041,Operations,Analyst,access_database,,,32009,2019-01-24
User1042,Employee1042,Sales,Analyst,authorize_contracts,,User2468,109956,2012-09-05
User1043,Employee1043,IT,Director,access_database,,User803,42223,2011-08-17
User1044,Employee1044,Marketing,Manager,access_database,,User3684,129812,2015-06-16
User1045,Employee1045,Finance,Officer,access_database,,User900,80412,2006-12-14
User1046,Employee1046,Finance,Auditor,view_salary,,,67697,2004-06-19
User1047,Employee1047,Admin,Officer,authorize_contracts,Analyst,User998,110137,2019-05-01
User1048,Employee1048,Admin,Assistant,view_salary,,User2532,119672,2004-08-05
User1049,Employee1049,Operations,Analyst,approve_expense,,,34132,2018-05-10
User1050,Employee1050,Admin,Clerk,view_salary,,User1035,95391,2010-04-22
User1051,Employee1051,Operations,Auditor,manage_hiring,,,46340,2005-11-17
User1052,Employee1052,Sales,Executive,approve_expense,,User1085,49750,2012-01-14
User1053,Employee1053,Legal,Assistant,manage_hiring,,User838,145437,2004-01-26
User1054,Employee1054,Admin,Auditor,manage_hiring,,User849,67817,2001-03-28
User1055,Employee1055,IT,Officer,manage_hiring,,User3914,114167,2001-08-05
User1056,Employee1056,Marketing,Manager,manage_hiring,,User4815,100133,2019-04-25
User1057,Employee1057,Sales,Assistant,view_salary,,,141162,2010-09-16
User1058,Employee1058,Sales,Manager,approve_expense,,,144882,2008-12-10
User1059,Employee1059,Finance,Director,approve_expense,,User4545,40049,2021-02-22
User1060,Employee1060,Legal,Manager,view_salary,,,57470,2009-08-22
User1061,Employee1061,HR,Director,approve_expense,Assistant,User4842,77586,2007-09-06
User1062,Employee1062,IT,Manager,manage_hiring,,User2959,54355,2007-08-06
User1063,Employee1063,Marketing,Analyst,view_salary,Analyst,User4314,114445,2013-06-15
User1064,Employee1064,Sales,Clerk,access_database,,User342,74344,2004-07-03
User1065,Employee1065,HR,Assistant,authorize_contracts,,User4643,35570,2019-11-30
User1066,Employee1066,Operations,Officer,manage_hiring,,User4313,60697,2008-10-16
User1067,Employee1067,Sales,Executive,authorize_contracts,,,62275,2019-06-12
User1068,Employee1068,Operations,Analyst,authorize_contracts,,User1663,101191,2015-11-08
User1069,Employee1069,Finance,Assistant,manage_hiring,,User2773,141701,2015-03-22
User1070,Employee1070,Admin,Officer,manage_hiring,Executive,User3137,132937,2008-12-04
User1071,Employee1071,HR,Analyst,approve_expense,Director,,92398,2018-10-30
User1072,Employee1072,Sales,Executive,access_database,,,90243,2002-08-26
User1073,Employee1073,Sales,Assistant,view_salary,,User12,47266,2012-09-04
User1074,Employee1074,Operations,Analyst,view_salary,,,93486,2009-10-01
User1075,Employee1075,Admin,Director,approve_expense,,User19,127139,2004-03-24
User1076,Employee1076,IT,Assistant,approve_expense,,User1767,56133,2000-12-06
User1077,Employee1077,HR,Auditor,access_database,,User4482,35082,2000-11-17
User1078,Employee1078,Sales,Auditor,approve_expense,,User4845,120124,2006-06-04
User1079,Employee1079,Legal,Manager,manage_hiring,Auditor,User3946,115185,2001-01-20
User1080,Employee1080,Marketing,Director,authorize_contracts,Executive,User1538,51254,2006-11-17
User1081,Employee1081,HR,Officer,authorize_contracts,Director,User4980,103461,2007-06-08
User1082,Employee1082,Finance,Manager,access_database,,User199,116610,2013-02-21
User1083,Employee1083,Finance,Assistant,view_salary,,User2696,75043,2002-06-06
User1084,Employee1084,Legal,Analyst,authorize_contracts,,User2375,55134,2003-11-18
User1085,Employee1085,HR,Clerk,approve_expense,,User4294,46053,2007-08-19
User1086,Employee1086,Marketing,Auditor,view_salary,,User4174,149385,2007-08-03
User1087,Employee1087,Sales,Director,view_salary,Assistant,User4592,37826,2003-04-13
User1088,Employee1088,IT,Auditor,authorize_contracts,,,33371,2005-05-20
User1089,Employee1089,Finance,Officer,access_database,,,43764,2004-01-01
User1090,Employee1090,IT,Auditor,authorize_contracts,Director,User3622,70834,2003-07-15
User1091,Employee1091,Operations,Executive,authorize_contracts,,User1345,73566,2021-01-02
User1092,Employee1092,Operations,Auditor,authorize_contracts,,,68031,2005-05-23
User1093,Employee1093,Finance,Auditor,manage_hiring,Auditor,,30049,2012-03-15
User1094,Employee1094,Marketing,Officer,manage_hiring,,,44687,2015-08-19
User1095,Employee1095,Marketing,Clerk,view_salary,,User4716,120629,2006-06-13
User1096,Employee1096,HR,Manager,approve_expense,,User2938,121939,2021-05-02
User1097,Employee1097,Operations,Director,manage_hiring,,,78156,2011-07-19
User1098,Employee1098,Marketing,Auditor,approve_expense,,,72327,2010-09-23
User1099,Employee1099,Marketing,Clerk,view_salary,,,120083,2009-01-22
User1100,Employee1100,Legal,Director,approve_expense,,User1677,121472,2017-12-06
User1101,Employee1101,Sales,Executive,view_salary,,User3919,62237,2001-06-06
User1102,Employee1102,Marketing,Executive,manage_hiring,,User4198,116076,2010-11-15
User1103,Employee1103,Admin,Clerk,access_database,Auditor,,98495,2007-09-06
User1104,Employee1104,HR,Officer,approve_expense,Auditor,,61401,2009-12-09
User1105,Employee1105,Admin,Clerk,approve_expense,,User701,105673,2004-01-03
User1106,Employee1106,Marketing,Analyst,view_salary,,User3857,50472,2016-02-29
User1107,Employee1107,Sales,Executive,view_salary,,User3490,122345,2001-04-23
User1108,Employee1108,Sales,Analyst,view_salary,Auditor,User1108,98949,2012-12-02
User1109,Employee1109,Sales,Clerk,manage_hiring,,User1931,51700,2010-05-01
User1110,Employee1110,Marketing,Director,view_salary,Officer,,108464,2003-11-27
User1111,Employee1111,HR,Analyst,view_salary,Clerk,User2417,96905,2003-02-05
User1112,Employee1112,Admin,Clerk,view_salary,,,71610,2006-08-05
User1113,Employee1113,Operations,Executive,access_database,,User3224,69600,2011-11-01
User1114,Employee1114,Admin,Clerk,authorize_contracts,,User1214,144206,2015-01-08
User1115,Employee1115,Marketing,Auditor,manage_hiring,,,32045,2009-01-12
User1116,Employee1116,Legal,Assistant,manage_hiring,Assistant,User2341,30481,2020-06-24
User1117,Employee1117,IT,Analyst,access_database,,,86104,2016-09-16
User1118,Employee1118,Marketing,Auditor,approve_expense,Auditor,User4754,60641,2020-04-21
User1119,Employee1119,HR,Analyst,view_salary,,,114526,2009-07-04
User1120,Employee1120,Admin,Assistant,authorize_contracts,,User2260,95868,2001-08-19
User1121,Employee1121,HR,Director,authorize_contracts,,User3220,48106,2004-11-24
User1122,Employee1122,Legal,Auditor,access_database,,,135245,2006-10-08
User1123,Employee1123,Marketing,Auditor,authorize_contracts,,User4782,33170,2018-02-23
User1124,Employee1124,Sales,Director,approve_expense,,User2873,121085,2004-09-09
User1125,Employee1125,Sales,Director,manage_hiring,,,149687,2016-09-27
User1126,Employee1126,Marketing,Assistant,approve_expense,,User4360,113060,2006-12-17
User1127,Employee1127,Admin,Officer,manage_hiring,Executive,,126729,2021-03-16
User1128,Employee1128,Sales,Director,access_database,,User2745,88137,2004-04-06
User1129,Employee1129,Marketing,Clerk,manage_hiring,,User498,137622,2009-01-25
User1130,Employee1130,Operations,Auditor,approve_expense,,User11,134534,2002-11-23
User1131,Employee1131,Admin,Assistant,view_salary,,,117228,2017-08-14
User1132,Employee1132,Marketing,Analyst,approve_expense,Director,,53244,2008-10-30
User1133,Employee1133,Legal,Executive,manage_hiring,,User474,99922,2004-07-24
User1134,Employee1134,Sales,Assistant,manage_hiring,Manager,User1497,108721,2017-02-04
User1135,Employee1135,Legal,Manager,approve_expense,Analyst,User3791,108800,2010-09-03
User1136,Employee1136,Admin,Director,authorize_contracts,,,141092,2005-05-16
User1137,Employee1137,Legal,Auditor,access_database,,User3947,139364,2006-12-08
User1138,Employee1138,IT,Executive,approve_expense,,User3900,61624,2021-05-02
User1139,Employee1139,Marketing,Auditor,authorize_contracts,,User4397,97722,2013-08-22
User1140,Employee1140,Marketing,Executive,approve_expense,,,76916,2021-02-14
User1141,Employee1141,Sales,Assistant,access_database,Assistant,User2086,134417,2010-07-04
User1142,Employee1142,Finance,Manager,approve_expense,,,88241,2014-05-01
User1143,Employee1143,HR,Analyst,access_database,,,52300,2002-07-23
User1144,Employee1144,HR,Manager,access_database,,User1037,105711,2005-12-07
User1145,Employee1145,IT,Director,authorize_contracts,,,54394,2001-12-18
User1146,Employee1146,Operations,Executive,authorize_contracts,,,69786,2005-11-27
User1147,Employee1147,Operations,Assistant,approve_expense,,User3440,47118,2021-05-05
User1148,Employee1148,IT,Manager,authorize_contracts,,User1480,87356,2014-06-17
User1149,Employee1149,IT,Assistant,view_salary,Clerk,,132891,2013-05-20
User1150,Employee1150,Admin,Assistant,approve_expense,,User2465,42596,2016-07-07
User1151,Employee1151,Operations,Analyst,approve_expense,Assistant,User1321,62137,2009-11-07
User1152,Employee1152,Admin,Director,authorize_contracts,,,33919,2012-07-08
User1153,Employee1153,Admin,Assistant,authorize_contracts,,User226,134759,2009-05-19
User1154,Employee1154,Sales,Clerk,view_salary,,User1550,84168,2015-09-29
User1155,Employee1155,Sales,Auditor,view_salary,,User4640,117254,2016-03-13
User1156,Employee1156,IT,Clerk,access_database,Executive,User346,141551,2005-04-24
User1157,Employee1157,Sales,Assistant,authorize_contracts,,User4136,134493,2009-11-17
User1158,Employee1158,Marketing,Analyst,approve_expense,,User1366,86879,2013-08-20
User1159,Employee1159,Sales,Assistant,access_database,Auditor,User3780,71061,2008-03-11
User1160,Employee1160,HR,Assistant,authorize_contracts,,User3031,141108,2006-03-22
User1161,Employee1161,Admin,Officer,access_database,,User3357,138518,2021-10-12
User1162,Employee1162,Marketing,Manager,manage_hiring,Executive,User4789,107649,2020-04-11
User1163,Employee1163,Sales,Auditor,approve_expense,,,63674,2013-12-25
User1164,Employee1164,Marketing,Clerk,authorize_contracts,Director,User4337,102997,2010-02-11
User1165,Employee1165,Sales,Analyst,authorize_contracts,,User4222,53193,2014-03-12
User1166,Employee1166,Sales,Analyst,manage_hiring,,User3717,97733,2020-01-02
User1167,Employee1167,Marketing,Assistant,view_salary,,User3588,121500,2012-06-15
User1168,Employee1168,Admin,Officer,access_database,,User1710,123192,2003-06-05
User1169,Employee1169,Operations,Executive,approve_expense,,,48351,2014-05-24
User1170,Employee1170,Legal,Executive,access_database,Auditor,User4418,59648,2006-04-10
User1171,Employee1171,Legal,Auditor,view_salary,,User1426,70632,2017-03-28
User1172,Employee1172,Operations,Director,approve_expense,Officer,User717,110749,2005-08-31
User1173,Employee1173,Finance,Manager,authorize_contracts,,,41476,2015-04-22
User1174,Employee1174,Marketing,Clerk,view_salary,,User728,127020,2000-04-30
User1175,Employee1175,Operations,Analyst,access_database,Clerk,User272,147681,2017-10-19
User1176,Employee1176,IT,Officer,approve_expense,,User1477,46131,2011-08-26
User1177,Employee1177,Marketing,Executive,manage_hiring,Clerk,User942,142716,2016-06-27
User1178,Employee1178,Sales,Executive,view_salary,,User7,56598,2020-08-08
User1179,Employee1179,Operations,Manager,access_database,,User2584,63052,2000-07-09
User1180,Employee1180,IT,Manager,manage_hiring,Analyst,,143483,2003-07-26
User1181,Employee1181,Legal,Clerk,view_salary,Executive,User4284,41848,2003-08-28
User1182,Employee1182,HR,Analyst,view_salary,,,100042,2005-12-08
User1183,Employee1183,Operations,Officer,view_salary,Analyst,,64290,2010-01-20
User1184,Employee1184,Finance,Manager,view_salary,,,116706,2004-10-20
User1185,Employee1185,Operations,Executive,approve_expense,Director,,70564,2008-11-07
User1186,Employee1186,Admin,Executive,access_database,,User595,72362,2018-01-15
User1187,Employee1187,Sales,Officer,approve_expense,,,116149,2017-11-06
User1188,Employee1188,Marketing,Assistant,approve_expense,,User2224,147367,2008-09-14
User1189,Employee1189,Operations,Manager,authorize_contracts,,User701,146526,2015-07-19
User1190,Employee1190,Marketing,Director,view_salary,,,87810,2007-11-18
User1191,Employee1191,HR,Manager,authorize_contracts,,User4204,99496,2020-03-12
User1192,Employee1192,Operations,Officer,authorize_contracts,,User1850,97093,2002-01-06
User1193,Employee1193,HR,Assistant,authorize_contracts,,User3552,53121,2010-07-14
User1194,Employee1194,Finance,Director,manage_hiring,,User1973,81485,2001-10-17
User1195,Employee1195,Operations,Assistant,access_database,,User949,108899,2021-10-21
User1196,Employee1196,Marketing,Officer,view_salary,,User204,142073,2019-05-23
User1197,Employee1197,Operations,Analyst,authorize_contracts,,User3194,50396,2015-06-12
User1198,Employee1198,Sales,Director,view_salary,Manager,,91871,2002-01-10
User1199,Employee1199,Marketing,Clerk,manage_hiring,,User1094,82038,2003-11-06
User1200,Employee1200,Operations,Officer,view_salary,Director,,88144,2019-10-31
User1201,Employee1201,Legal,Assistant,view_salary,,User3115,143956,2008-09-20
User1202,Employee1202,Finance,Director,approve_expense,,,90822,2000-03-23
User1203,Employee1203,Admin,Executive,approve_expense,,User4109,68032,2016-08-18
User1204,Employee1204,Admin,Assistant,access_database,,,149006,2020-06-07
User1205,Employee1205,IT,Manager,manage_hiring,Officer,,91258,2020-10-19
User1206,Employee1206,Sales,Director,approve_expense,,,148605,2007-07-13
User1207,Employee1207,Marketing,Officer,access_database,,,72642,2012-08-09
User1208,Employee1208,Sales,Manager,authorize_contracts,,User2040,78379,2017-11-27
User1209,Employee1209,Operations,Auditor,approve_expense,,User65,99482,2012-07-07
User1210,Employee1210,IT,Analyst,approve_expense,,User4840,120050,2013-06-16
User1211,Employee1211,Legal,Officer,access_database,,User1903,115854,2011-09-04
User1212,Employee1212,Marketing,Assistant,authorize_contracts,,User142,101417,2001-09-24
User1213,Employee1213,HR,Executive,authorize_contracts,,,75352,2016-11-15
User1214,Employee1214,Sales,Officer,approve_expense,,User109,37139,2016-09-17
User1215,Employee1215,Sales,Director,authorize_contracts,Clerk,,86109,2018-01-16
User1216,Employee1216,IT,Director,authorize_contracts,Auditor,User3982,72595,2007-11-06
User1217,Employee1217,Marketing,Executive,view_salary,,User2632,105923,2015-05-31
User1218,Employee1218,Admin,Assistant,approve_expense,,,95065,2008-10-24
User1219,Employee1219,Operations,Executive,view_salary,,User1344,74152,2009-11-05
User1220,Employee1220,Legal,Analyst,access_database,,User3041,99022,2009-04-27
User1221,Employee1221,IT,Officer,access_database,Manager,User161,140374,2000-10-26
User1222,Employee1222,IT,Clerk,approve_expense,Analyst,User1962,119477,2006-12-04
User1223,Employee1223,Finance,Director,authorize_contracts,,User4653,93349,2009-09-29
User1224,Employee1224,HR,Director,authorize_contracts,,User113,102801,2014-08-18
User1225,Employee1225,Marketing,Director,view_salary,,,37993,2009-07-08
User1226,Employee1226,Finance,Analyst,view_salary,,,130673,2020-01-28
